task,id,model,accuracy,macro_f1,per_class,confusion_matrix,eval_count,eval_duration_ms,prompt_eval_count,prompt_eval_duration_ms,total_duration_ms,wall_time_ms,output
ticket_classification,tc82,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'dns': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'dns': {'change': 1, 'dns': 0}, 'change': {'change': 0, 'dns': 0}}",2,654546300,65,2878024500,3776030300,5823,Change
ticket_classification,tc83,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'ssl': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'ssl': {'change': 1, 'ssl': 0}, 'change': {'change': 0, 'ssl': 0}}",2,112961300,60,9199036000,11891576900,13946,Change
ticket_classification,tc84,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'ssl': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'ssl': {'change': 1, 'ssl': 0}, 'change': {'change': 0, 'ssl': 0}}",2,107364700,61,1642682900,1987743500,4265,Change
ticket_classification,tc85,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'proxy': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'proxy': {'change': 1, 'proxy': 0}, 'change': {'change': 0, 'proxy': 0}}",2,95928000,62,1639259600,1940542600,3995,Change
ticket_classification,tc86,phi4-mini:3.8b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'proxy': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'proxy': {'incident': 1, 'proxy': 0}, 'incident': {'incident': 0, 'proxy': 0}}",2,115040200,62,1966689800,2369459700,4416,Incident
ticket_classification,tc87,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'mobile': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'mobile': {'change': 1, 'mobile': 0}, 'change': {'change': 0, 'mobile': 0}}",2,104371400,62,1721981500,2032559500,4080,Change
ticket_classification,tc88,phi4-mini:3.8b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'mobile': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'mobile': {'incident': 1, 'mobile': 0}, 'incident': {'incident': 0, 'mobile': 0}}",2,125851300,60,1890884800,2350283800,4393,Incident
ticket_classification,tc89,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'kubernetes': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'kubernetes': {'change': 1, 'kubernetes': 0}, 'change': {'change': 0, 'kubernetes': 0}}",2,116705800,61,1615908900,1993301500,4038,Change
ticket_classification,tc90,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'kubernetes': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'kubernetes': {'change': 1, 'kubernetes': 0}, 'change': {'change': 0, 'kubernetes': 0}}",2,106866800,63,1693387800,2085469300,4137,Change
ticket_classification,tc91,phi4-mini:3.8b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'wifi': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'wifi': {'incident': 1, 'wifi': 0}, 'incident': {'incident': 0, 'wifi': 0}}",2,108307600,66,1977105800,2312520800,4353,Incident
ticket_classification,tc92,phi4-mini:3.8b,0.0,0.0,"{'password': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'wifi': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'wifi': {'password': 1, 'wifi': 0}, 'password': {'password': 0, 'wifi': 0}}",3,213275600,62,1753378300,2202473100,4247,Password reset
ticket_classification,tc93,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'vm': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'vm': {'change': 1, 'vm': 0}, 'change': {'change': 0, 'vm': 0}}",2,105213300,70,2548782600,2925225300,4990,Change
ticket_classification,tc94,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'vm': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'vm': {'change': 1, 'vm': 0}, 'change': {'change': 0, 'vm': 0}}",2,97376900,66,2041831800,2436365000,4486,Change
ticket_classification,tc95,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'storage': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'storage': {'change': 1, 'storage': 0}, 'change': {'change': 0, 'storage': 0}}",2,134337700,64,2013751600,2423466100,4468,Change
ticket_classification,tc96,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'storage': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'storage': {'change': 1, 'storage': 0}, 'change': {'change': 0, 'storage': 0}}",2,108956300,63,1964608100,2290904800,4356,Change
ticket_classification,tc97,phi4-mini:3.8b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'sso': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'sso': {'incident': 1, 'sso': 0}, 'incident': {'incident': 0, 'sso': 0}}",2,143099900,64,2367999500,2782919400,4847,Incident
ticket_classification,tc98,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'sso': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'sso': {'change': 1, 'sso': 0}, 'change': {'change': 0, 'sso': 0}}",2,122327100,62,1867648300,2447655600,4486,Change
ticket_classification,tc99,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'mfa': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'mfa': {'change': 1, 'mfa': 0}, 'change': {'change': 0, 'mfa': 0}}",2,84909200,65,1591964300,1919986500,3980,Change
ticket_classification,tc100,phi4-mini:3.8b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'mfa': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'mfa': {'change': 1, 'mfa': 0}, 'change': {'change': 0, 'mfa': 0}}",2,108408800,63,2000574300,2353533500,4403,Change
ticket_classification,tc1,llama3.2:1b,1.0,1.0,"{'incident': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}",{'incident': {'incident': 1}},14,592071000,90,1092266700,4278676200,6329,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc2,llama3.2:1b,1.0,1.0,"{'incident': {'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}",{'incident': {'incident': 1}},9,376016300,85,405137700,952460600,2979,"incident
problem
checkout errors 
maintenance"
ticket_classification,tc3,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'service_request': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'service_request': {'[maintenance]': 1, 'service_request': 0}, '[maintenance]': {'[maintenance]': 0, 'service_request': 0}}",4,154460200,83,494493200,945677600,2992,[maintenance]
ticket_classification,tc4,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'service_request': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'service_request': {'incident': 1, 'service_request': 0}, 'incident': {'incident': 0, 'service_request': 0}}",34,1527973200,82,335258300,2097536000,4150,"incident | access 
problem | maintenance 
change | password_reset 
access | maintenance 
incident | access 
maintenance | incident 
problem | maintenance 
password_reset | change"
ticket_classification,tc5,llama3.2:1b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'change': {'incident': 1, 'change': 0}, 'incident': {'change': 0, 'incident': 0}}",16,609150500,86,380968200,1210784500,3261,incident | access | maintenance | problem | change | access | password_reset |
ticket_classification,tc6,llama3.2:1b,0.0,0.0,"{'change': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'change': {'incident': 1, 'change': 0}, 'incident': {'change': 0, 'incident': 0}}",14,567295700,90,525897400,1336752100,3380,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc7,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'problem': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'problem': {'[maintenance]': 1, 'problem': 0}, '[maintenance]': {'[maintenance]': 0, 'problem': 0}}",4,121524900,85,413891100,784946700,2830,[maintenance]
ticket_classification,tc8,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'problem': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'problem': {'incident': 1, 'problem': 0}, 'incident': {'incident': 0, 'problem': 0}}",2,45224100,81,421641000,735625900,2771,incident
ticket_classification,tc9,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'maintenance': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'maintenance': {'[maintenance]': 1, 'maintenance': 0}, '[maintenance]': {'[maintenance]': 0, 'maintenance': 0}}",4,156031300,82,429345300,840018200,2909,[maintenance]
ticket_classification,tc10,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'maintenance': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'maintenance': {'incident': 1, 'maintenance': 0}, 'incident': {'incident': 0, 'maintenance': 0}}",14,656655200,79,400552500,1321971000,3360,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc11,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'access': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'access': {'[maintenance]': 1, 'access': 0}, '[maintenance]': {'[maintenance]': 0, 'access': 0}}",4,158106400,83,454544100,796769600,2837,[maintenance]
ticket_classification,tc12,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'access': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'access': {'[maintenance]': 1, 'access': 0}, '[maintenance]': {'[maintenance]': 0, 'access': 0}}",4,152799800,82,418435400,753506700,2805,[maintenance]
ticket_classification,tc13,llama3.2:1b,0.0,0.0,"{'[problem]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'password_reset': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'password_reset': {'[problem]': 1, 'password_reset': 0}, '[problem]': {'[problem]': 0, 'password_reset': 0}}",4,133349200,82,446688700,786813900,2839,[problem]
ticket_classification,tc14,llama3.2:1b,0.0,0.0,"{'[problem]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'password_reset': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'password_reset': {'[problem]': 1, 'password_reset': 0}, '[problem]': {'[problem]': 0, 'password_reset': 0}}",4,121966600,80,383786200,684517200,2724,[problem]
ticket_classification,tc15,llama3.2:1b,0.0,0.0,"{'bug': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'bug': {'incident': 1, 'bug': 0}, 'incident': {'bug': 0, 'incident': 0}}",6,235489700,86,469983500,1001641000,3042,"incident
problem
bug"
ticket_classification,tc16,llama3.2:1b,0.0,0.0,"{'bug': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'bug': {'incident': 1, 'bug': 0}, 'incident': {'bug': 0, 'incident': 0}}",16,670775500,85,372797600,1270529600,3322,incident | problem | maintenance | access | change | access | password_reset |
ticket_classification,tc17,llama3.2:1b,0.0,0.0,"{'[incident]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'network': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'network': {'[incident]': 1, 'network': 0}, '[incident]': {'[incident]': 0, 'network': 0}}",110,4870998200,84,396909100,5618777600,7664,"[Incident]
Network: high packet loss between HQ and DC1 link

[Change]
Update network configuration to reduce packet loss on HQ-DC1 link

[Problem]
High packet loss between HQ and DC1 link due to network congestion or hardware issues

[Maintenance]
Perform network maintenance on HQ and DC1 links to resolve packet loss issue

[Access]
Upgrade network equipment at HQ and DC1 to improve bandwidth and reduce packet loss

[Password Reset]
Reset passwords for users accessing the HQ-DC1 link to ensure secure access"
ticket_classification,tc18,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'network': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'network': {'incident': 1, 'network': 0}, 'incident': {'incident': 0, 'network': 0}}",14,578323100,86,466665900,1311369700,3360,incident | change | problem | maintenance | access | password_reset |
ticket_classification,tc19,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'outage': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'outage': {'incident': 1, 'outage': 0}, 'incident': {'incident': 0, 'outage': 0}}",75,3251711100,87,410202000,3948302400,5990,"incident | problem | maintenance | access | password_reset | change | 
---------|--------|-----------|----------|-------------|------|    
outage   | internet |         |          |             |     |    
ISP ticket | opened  |         |          |             |     |    
Ticket text: Outage: office Internet down on 12F; ISP ticket opened"
ticket_classification,tc20,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'outage': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'outage': {'incident': 1, 'outage': 0}, 'incident': {'incident': 0, 'outage': 0}}",28,2535714600,84,493287700,3662762300,5706,"incident | problem | maintenance | access | change | password_reset | 
---------------|---------|-------------|----------|--------|--------------|-------"
ticket_classification,tc21,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'performance': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'performance': {'incident': 1, 'performance': 0}, 'incident': {'incident': 0, 'performance': 0}}",58,8319552600,85,371104900,9211402300,11263,"incident | problem | maintenance | access | password_reset | change | access | password_reset | 

Note: I've classified ""password_reset"" as both a change and an access issue, as it typically involves resetting passwords. If you'd like to classify it differently, let me know!"
ticket_classification,tc22,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'performance': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'performance': {'incident': 1, 'performance': 0}, 'incident': {'incident': 0, 'performance': 0}}",2,310388100,85,3145355300,7031564500,9440,incident
ticket_classification,tc23,llama3.2:1b,0.0,0.0,"{'[incident]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'security': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'security': {'[incident]': 1, 'security': 0}, '[incident]': {'[incident]': 0, 'security': 0}}",4,145674300,83,582418300,2803261400,4966,[incident]
ticket_classification,tc24,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'security': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'security': {'[maintenance]': 1, 'security': 0}, '[maintenance]': {'[maintenance]': 0, 'security': 0}}",4,164234700,85,501062000,870858600,3006,[maintenance]
ticket_classification,tc25,llama3.2:1b,0.0,0.0,"{'[problem]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'billing': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'billing': {'[problem]': 1, 'billing': 0}, '[problem]': {'[problem]': 0, 'billing': 0}}",4,126454900,84,424100300,747151800,2801,[problem]
ticket_classification,tc26,llama3.2:1b,0.0,0.0,"{'billing': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'billing': {'incident': 1, 'billing': 0}, 'incident': {'billing': 0, 'incident': 0}}",15,707247600,85,503263400,1437739800,3472,incident | problem | maintenance | access | change | password_reset | access
ticket_classification,tc27,llama3.2:1b,0.0,0.0,"{'devops': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'devops': {'incident': 1, 'devops': 0}, 'incident': {'devops': 0, 'incident': 0}}",2,43015300,84,317553000,622856500,2663,incident
ticket_classification,tc28,llama3.2:1b,0.0,0.0,"{'devops': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'devops': {'incident': 1, 'devops': 0}, 'incident': {'devops': 0, 'incident': 0}}",1024,68606934700,84,370992400,70699134100,72764,incident | problem | maintenance | access | change | password_reset | access | maintenance | access | password_reset | access | password_reset | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access
ticket_classification,tc29,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'backup': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'backup': {'[maintenance]': 1, 'backup': 0}, '[maintenance]': {'[maintenance]': 0, 'backup': 0}}",4,126593600,87,499631400,852592300,2907,[maintenance]
ticket_classification,tc30,llama3.2:1b,0.0,0.0,"{'backup': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'backup': {'incident': 1, 'backup': 0}, 'incident': {'backup': 0, 'incident': 0}}",1024,66990589900,82,407661000,69063534500,71104,incident | access | maintenance | problem | change | password_reset | access | maintenance | access | password_reset | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access | maintenance | access |
ticket_classification,tc31,llama3.2:1b,0.0,0.0,"{'[problem]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'database': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'database': {'[problem]': 1, 'database': 0}, '[problem]': {'[problem]': 0, 'database': 0}}",4,125291700,82,334344500,700554600,2743,[problem]
ticket_classification,tc32,llama3.2:1b,0.0,0.0,"{'[maintenance]': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'database': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'database': {'[maintenance]': 1, 'database': 0}, '[maintenance]': {'[maintenance]': 0, 'database': 0}}",4,156298300,81,407404100,790691400,2834,[maintenance]
ticket_classification,tc33,llama3.2:1b,0.0,0.0,"{'hardware': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'hardware': {'incident': 1, 'hardware': 0}, 'incident': {'hardware': 0, 'incident': 0}}",24,1003271000,83,441884400,1668655600,3706,incident | problem | maintenance | access | change | password_reset | hardware | replace faulty SSD on server host-22
ticket_classification,tc34,llama3.2:1b,0.0,0.0,"{'hardware': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'hardware': {'incident': 1, 'hardware': 0}, 'incident': {'hardware': 0, 'incident': 0}}",66,3157317500,82,438054200,3918735000,5975,"incident | problem | maintenance | access | password_reset | change | access | password_reset | 

Note: I've classified ""password_reset"" as it seems to be related to resetting passwords, which could be a separate incident or issue. If you'd like me to revise the classification based on further context, let me know!"
ticket_classification,tc35,llama3.2:1b,0.0,0.0,"{'incident': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'software_install': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}","{'software_install': {'incident': 1, 'software_install': 0}, 'incident': {'incident': 0, 'software_install': 0}}",81,3577779200,85,471555400,4367736300,6416,"incident
install Tableau Desktop for user Charu on Windows 11
change: update Tableau Desktop to latest version
problem: unable to install Tableau Desktop due to Windows 11 compatibility issues
maintenance: update Windows 11 to compatible with Tableau Desktop
access: ensure user has necessary permissions and access to system resources
password_reset: reset password for Charu's Tableau Desktop account"
